id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
KennyWheeler_SlippedAgain_FINAL.sv;130.1;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7   |G-7 C7 ||;3;Thad Jones;KennyWheeler_SlippedAgain_FINAL.sv;(A1,12);Slipped again-1;ORIGINAL;Blues;tp;F-maj;Novus;"Steve Coleman (as); Dave Holland (b); Ed Blackwell (dr); Kevin Eubanks (g); Tommy Flanagan (p); Von Freeman (ts); Kenny Wheeler (tp, flgn)";f9650aa1-2728-4e6f-b9e9-b473a7ae4b36;Kenny Wheeler;PD 90654;1991-04-29;1991;Rhythm In Mind;SWING;4/4;02:09-03:13;03:13;1;125.6953;FINAL;POSTBOP;MEDIUM;Slipped again;;BLUES
KidOry_GotNoBlues_FINAL.sv;144.7;"A1: ||Eb C7 |F7 Bb7 |Eb C7 |F7 Bb7 |Eb   |Eb C7 |F7   |Bb7   ||
B1: ||Eb C7 |F7 Bb7 |C- B-Bb|A D7 |Eb C7 |F7 Bb7 |Eb   |Eb   ||
I1: ||Eb   ||";1;Lillian Hardin;KidOry_GotNoBlues_FINAL.sv;(A1,8), (B1,8);Got No Blues-1;ORIGINAL;;tb;F-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";d45672c4-280c-4df5-a6b6-6de4a4f836ce;Kid Ory;978-1-57647-120-3;1927-12-09;1927;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;02:26-02:54;02:54;1;144.9384;FINAL;TRADITIONAL;MEDIUM UP;Got No Blues;;FUNCTIONAL
KidOry_GutBucketBlues_FINAL.sv;149.8;A1: ||C   |F   |C   |C   |F   |F   |C   |C   |G7   |F   |C   |C   ||;1;Louis Armstrong;KidOry_GutBucketBlues_FINAL.sv;(A1,12);Gut Bucket Blues-1;ORIGINAL;Blues;tb;C-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";2f50dacd-2e7f-437e-b3ca-570f7c296d85;Kid Ory;978-1-57647-120-3;1925-11-12;1925;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:18-01:35;01:35;1;73.4122;FINAL;TRADITIONAL;MEDIUM UP;Gut Bucket Blues;;BLUES
KidOry_MuskratRamble_FINAL.sv;184.0;A1: ||Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab   |F7   |Bb-   |Bb7 Eb7 |Ab   ||;1;Edward Ory;KidOry_MuskratRamble_FINAL.sv;(A1,16);Muskrat Ramble-1;ORIGINAL;;tb;Ab-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";4181ff38-0766-46fd-a8b7-32b9bf0e9dae;Kid Ory;978-1-57647-120-3;1926-06-16;1926;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;00:43-01:01;01:01;1;40.6541;FINAL;TRADITIONAL;UP;Muskrat Ramble;;FUNCTIONAL
KidOry_SavoyBlues_FINAL.sv;129.6;"A1: ||G7   |C7 C#o |G7/D   |G7/D   |C7   |C7   |G7   |G7   |D7   |D7   |G7   |G7   ||
I1: ||G7   ||";1;Edward Ory;KidOry_SavoyBlues_FINAL.sv;(A1,12);Savoy Blues-1;ORIGINAL;Blues;tb;G-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";7cf8105b-55c8-4468-821e-d5b2989d639d;Kid Ory;978-1-57647-120-3;1927-12-13;1927;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;02:15-02:37;02:37;1;131.6453;FINAL;TRADITIONAL;MEDIUM;Savoy Blues;;BLUES
KidOry_Who'sIt_FINAL.sv;211.6;"A1: ||C   |A7   |D7   |D7   |G7   |G7   |C   |G7   |C   |C   |G   |G   |A-   |D7   |G7   |G7   ||
B1: ||C   |A7   |D7   |D7   |D-6   |E7   |A-   |C7   |F   |F   |C   |A7   |D-7   |G7   |C   |C   |C   |C   ||";1;Beatrice Jones;KidOry_Who'sIt_FINAL.sv;(A1,32);Who's it-1;ORIGINAL;;tb;C-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";d783e769-df40-4846-9b11-a2835fbe3df2;Kid Ory;978-1-57647-120-3;1926-06-16;1926;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;00:36-01:12;01:12;1;33.9691;FINAL;TRADITIONAL;UP;Who's it;;FUNCTIONAL
LeeKonitz_AllTheThingsYouAre_FINAL.sv;192.5;"A1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |G7   |Cj7   |Cj7   ||
A2: ||C-7   |F-7   |Bb7   |Ebj7   |Abj7   |D7   |Gj7   |Gj7   ||
B1: ||A-7   |D7   |Gj7   |Gj7   |F#-7   |B7   |Ej7   |C+7   ||
C1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |Db-7   |C-7   |Bo7   |Bb-7   |Eb7   |Abj7   |G7 C7 ||";3;J. Kern, O. Hammerstein;LeeKonitz_AllTheThingsYouAre_FINAL.sv;(A1,8), (B1,8), (C1,8), (D1,12);All the Things You Are-1;GREAT AMERICAN SONGBOOK;;as;Ab-maj;Membran Music Ltd.;"Lee Konitz (as); Lennie Tristano (p); Gene Ramey (b); Arhur Taylor (dr)";baecbf47-c4e2-4acb-886b-2896341b21d8;Lee Konitz;222453-444;1955-06-11;1955;Jazz Edition, Quadromania, Lee Konitz, Sax of a Kind CD 4;SWING;4/4;00:29-02:59;02:59;1;18.6419;FINAL;COOL;UP;All the Things You Are;;FUNCTIONAL
LeeKonitz_BopGoesToLeesel_FINAL.sv;229.2;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |F7   ||;6;Marsh;LeeKonitz_BopGoesToLeesel_FINAL.sv;(A1,12);Bop Goes to Leesel-1;ORIGINAL;Blues;as;Bb-maj;Membran Music Ltd.;"Lee Konitz (as); Ronnie Ball (p); Peter Ind (b); Jeff Morton (dr)";;Lee Konitz;222453-444;1954-08-06;1954;Jazz Edition, Quadromania, Lee Konitz, Sax of a Kind CD 4;SWING;4/4;00:25-01:42;01:42;1;20.1892;FINAL;COOL;UP;Bop Goes to Leesel;;BLUES
LeeKonitz_Crosscurrent_FINAL.sv;255.8;"A1: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
A2: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   ||
B1: ||Bb-7   |Aj7   |Ab-7   |Gj7   |Gbj7   |F7 D7 |G-7   |C7   ||
A3: ||Fj7   |G-7 C7 |A-7   |G-7 C7 |F7   |Bbj7   |G-7 C7 |Fj7   |Fj7   ||";1;Lennie Tristano;LeeKonitz_Crosscurrent_FINAL.sv;(A1,8), (B1,8), (C1,8), (A2,8);Crosscurrent-1;ORIGINAL;;as;F-maj;Membran Music Ltd.;"Wayne Marsh (ts); Billy Bauer (g); Arnold Fishkin (b); Harold Granowsky (dr); Lennie Tristano (p); Lee Konitz (as)";94f379da-5030-4cbf-95a8-372148a29376;Lee Konitz;222453-444/A;1949-03-04;1949;Sax of a Kind;SWING;4/4;01:00-01:30;01:30;1;56.3522;FINAL;COOL;UP;Crosscurrent;;FUNCTIONAL
LeeKonitz_I'llRememberApril_FINAL.sv;211.2;"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G79b   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bb6   |A-7   |D7   |Gj7   |G6   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |G   |G   ||";3;Raye/DePaul/Johnston;LeeKonitz_I'llRememberApril_FINAL.sv;(A1,16), (B1,16), (A2,16);I'll Remember April-1;GREAT AMERICAN SONGBOOK;;as;G-maj;Membran Music Ltd.;"Lee Konitz (as); Ronnie Ball (p); Peter Ind (b); Jeff Morton (dr)";;Lee Konitz;222453-444;1954-08-06;1954;Jazz Edition, Quadromania, Lee Konitz, Sax of a Kind CD 4;SWING;4/4;02:40-05:14;05:14;1;154.8868;FINAL;COOL;UP;I'll Remember April;;FUNCTIONAL
LeeKonitz_Marshmallow_FINAL.sv;298.6;"A1: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |C-7   |F7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |Dm7b5 G7 |C-7   |F+7   ||
A2: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||C#-7   |F#7   |Bj7   |Bj7   |B-7   |E7   |Aj7   |Aj7   |A-7   |D7   |Gj7   |Gj7   |G-7   |C7   |C-7   |F+7   ||
A3: ||Bbj7   |Bbj7   |F-7   |Bb7   |Ebj7   |Ebj7   |Eb-7   |Ab7   |Bbj7   |Bbj7   |C7   |C7   |C-7   |F7   |Bbj7   |Bbj7   ||";1;;LeeKonitz_Marshmallow_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Marshmallow-1;ORIGINAL;;as;Bb-maj;Quadromania;"Lee Konitz (as); Warne Marsh (ts); Sal Mosca (p); Arnold Fishkind (b); Denzil Best (dr)";4216288a-8fb9-40a8-a2ab-731de3411c47;Lee Konitz;;1949-06-28;1949;Sax of a Kind;SWING;4/4;;NA;1;51.4707;FINAL;COOL;UP;Marshmallow;;FUNCTIONAL
LeeKonitz_MeanToMe_FINAL.sv;138.9;"B1: ||Abj7   |Bb7 Eb7 |Abj7   |Db7 C7 |F-7   |Db7 C7 |F7   |F-7 Bb7 ||
A3: ||Ebj7 Eo |F-7 Bb7 |Ebj7 Bb-7Eb7|Abj7 Db7 |G-7 C7 |F-7 Bb7 |Ebj7 C-7 |F-7 Bb7 ||";2;Turk - Ahlert;LeeKonitz_MeanToMe_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Mean to Me-1;GREAT AMERICAN SONGBOOK;;as;Eb-maj;Membran Music Ltd.;"Lee Konitz (as); Ronnie Ball (p); Peter Ind (b); Jeff Morton (dr)";fe4174a2-5d20-4d29-a41d-017c70deb789;Lee Konitz;222453-444;1954-08-06;1954;Jazz Edition, Quadromania, Lee Konitz, Sax of a Kind CD 4;SWING;4/4;00:25-02:45;02:45;1;14.9303;FINAL;COOL;MEDIUM;Mean to Me;;FUNCTIONAL
LeeKonitz_Tautology_FINAL.sv;265.8;"A1: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||
B1: ||Cj7911# Bb7911# |Ab7911# Gbj7911# |Fj7   |D7   |G-   |C7   |Fj7   |Fj7   ||
C1: ||Bb-7   |Eb7   |Bbo Bb-7 |Ab   |A-7   |D7   |G7   |C7   ||
A2: ||F   |F7   |A-   |D7   |G-   |C7   |Fj7   |Fj7   ||";2;Lee Konitz;LeeKonitz_Tautology_FINAL.sv;(A1,8), (B1,8), (C1,8), (A2,8);Tautology-1;ORIGINAL;;as;F-maj;Quadromania;"Lee Konitz (as); Warne Marsh (ts); Sal Mosca (p); Arnold Fishkind (b); Jeff Morton (dr)";50071276-eeac-4f5a-8a10-8f6ebb3e2ef7;Lee Konitz;;1949-09-27;1949;Sax of a Kind;SWING;4/4;;NA;1;25.0;FINAL;COOL;UP;Tautology;;FUNCTIONAL
LeeKonitz_Wow-1_FINAL.sv;173.7;"A1: ||G-7   |C7   |F6   |A- Abj7 |Gj7   |Gb-7   |F6   |F#o   ||
B1: ||G-7   |C7   |F6   |A-7 Abj7 |Gj7   |Gb-7   |Fj7   |Fj7   ||
I1: ||C-   ||";1;;LeeKonitz_Wow-1_FINAL.sv;(A1,8), (B1,8), (A2,8), (B2,8);Wow-1;ORIGINAL;;as;F-maj;Membran Music Ltd.;"Wayne Marsh (ts); Billy Bauer (g); Arnold Fishkin (b); Harold Granowsky (dr); Lennie Tristano (p); Lee Konitz (as)";20c1afef-6aa7-4db4-88f1-a917954037e8;Lee Konitz;222453-444/A;1949-03-04;1949;Sax of a Kind;SWING;4/4;00:46-01:06;01:06;1;41.6073;FINAL;COOL;MEDIUM UP;Wow;;FUNCTIONAL
LeeMorgan_BlueTrain_FINAL.sv;133.6;"A1: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A2: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A3: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A4: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A5: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A6: ||A6   |A6   ||";1;John Coltrane;LeeMorgan_BlueTrain_FINAL.sv;(A1,12);Blue Train-1;ORIGINAL;Blues;tp;Eb-maj;Blue Note;"Lee Morgan (tp); John Coltrane (ts); Kenny Drew (p); Paul Chambers (b); Philly Joe Jones (dr); Curtis Fuller (tb)";59284d2d-dc82-4ba8-b42f-6c5d906e7e4a;Lee Morgan;CDP 7 46095 2;1957-09-15;1957;Blue Train;SWING;4/4;03:23-05:13;05:13;1;202.1876;FINAL;HARDBOP;MEDIUM;Blue Train;;BLUES
LeeMorgan_JustOneOfThoseThings_FINAL.sv;318.7;"A1: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bbm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |G-7   |Em7b5 A79# ||
A2: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |F-7   |Bb7   ||
B1: ||Ebj7   |Eo7   |F-7   |Bb7   |Ebj7   |Ebj7   |D-7   |G7   |Cj7   |A-7   |F#m7b5 Fj7 |F-7   |E-7   |F#o7   |G-7   |Em7b5 A79# ||
A3: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |A-7   |D7   |G-7   |C7   |Fj7   |Fj7   |Fj7   |Fj7   ||";2;Cole Porter;LeeMorgan_JustOneOfThoseThings_FINAL.sv;(A1,16), (A2,16), (B1,16), (A3,16);Just One of Those Things-1;GREAT AMERICAN SONGBOOK;;tp;D-min;Blue Note;"Lee Morgan (tp); Pepper Adams (bs); Bobby Timmons (p); Paul Chambers (b); Philly Joe Jones (dr)";f6f7d7b4-ad67-4551-ac4f-7a227e2478ca;Lee Morgan;BLP-1578;1957-09-29;1957;The Cooker;SWING;4/4;;NA;1;163.8063;FINAL;HARDBOP;UP;Just One of Those Things;;FUNCTIONAL
LeeMorgan_TheSidewinder_FINAL.sv;156.3;A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||;3;Lee Morgan;LeeMorgan_TheSidewinder_FINAL.sv;(A1,24);The Sidewinder-1;ORIGINAL;Blues;tp;Eb-maj;Blue Note;"Lee Morgan (tp); Joe Henderson (ts); Barry Harris (p); Bob Cranshaw (b); Billy Higgins (dr)";d3fcd032-0fb9-43d7-8aa5-a5794100d060;Lee Morgan;CDP 7 84157 2;1963-12-21;1963;The Sidewinder;LATIN;4/4;;NA;1;106.4752;FINAL;HARDBOP;MEDIUM UP;The Sidewinder;;BLUES
LeeMorgan_TotemPole_FINAL.sv;138.4;"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||";2;Lee Morgan;LeeMorgan_TotemPole_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Totem Pole-1;ORIGINAL;;tp;Eb-min;Blue Note;"Lee Morgan (tp); Joe Henderson (ts); Barry Harris (p); Bob Cranshaw (b); Billy Higgins (dr)";d3fcd032-0fb9-43d7-8aa5-a5794100d060;Lee Morgan;CDP 7 84157 2;1963-12-21;1963;The Sidewinder;SWING;4/4;;NA;1;78.725;FINAL;POSTBOP;MEDIUM;Totem Pole;;FUNCTIONAL
LesterYoung_AfterTheatreJump_FINAL.sv;176.0;"A1: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||";2;Wells;LesterYoung_AfterTheatreJump_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);After Theatre Jump-1;ORIGINAL;I Got Rhythm;ts;Db-maj;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Rodney Richardson (b); Jo Jones (dr)";4dc02b92-34af-4185-ad08-b07daefe6db8;Lester Young;222500444;1944-03-22;1944;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2;SWING;4/4;02:15-03:43;03:43;1;131.1435;FINAL;SWING;MEDIUM UP;After Theatre Jump;;FUNCTIONAL
LesterYoung_BodyAndSoul_FINAL.sv;79.2;"A1: ||Eb- D7 |Fb-7 D7 |Dbj7 Eb-7 |F-7 Eo |Eb-7   |C-7 B7 |Bb-7 Eb-7Ab7|Dbj7 F-7Bb7||
A2: ||Eb- D7E7|Eb-7 D7Eb|Dbj7 Eb-7 |F-7 Eo |Eb-7 D7 |C-7 B7 |Bb-7 Eb-7Ab7|Db E-7A7||
B1: ||Dj7 E-7 |B-7 G-7 |F#-7 E-7 |Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb- D7 |Eb-7 Ab7 |Dbj7 Gb7 |F-7 Eo |Eo   |Ab7 Ao |Bb-7 Eb-7 |Db F-7Bb7||";1;Heyman, Sour, Eyton, Green;LesterYoung_BodyAndSoul_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Body and Soul-1;GREAT AMERICAN SONGBOOK;;ts;Db-maj;Proper Records;"Lester Young (ts); Nat King Cole (p); Red Callender (b)";5b634d96-f7b6-4e58-a525-894498ef9b84;Lester Young;PROPERBOX 8;1942-07-15;1942;The Lester Young Story CD 2;SWING;4/4;00:00-01:45;01:45;1;5.5748;FINAL;SWING;SLOW;Body and Soul;;FUNCTIONAL
LesterYoung_D.B.Blues_FINAL.sv;151.1;"A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||
A2: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |Bb7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |G7   |C-7   |F7   |Bb7   ||
I1: ";1;L. Young/K. Pleasure;LesterYoung_D.B.Blues_FINAL.sv;(A1,12);D.B. Blues-1;ORIGINAL;Blues;ts;Bb-maj;Membran Music Ltd..;"Vie Dickenson (tb); Dodo Marmarosa (p); Red Callender (b); Henry Tucker (dr); Lester Young (ts)";9139bd63-d359-449c-89f1-50e8c397e047;Lester Young;222500-444/C;1945-12-01;1945;Lester's Be-Bop Boogie;SWING;4/4;00:00-01:11;01:11;1;0.0;FINAL;SWING;MEDIUM UP;D.B. Blues;;BLUES
LesterYoung_DestinationK.C._FINAL.sv;246.0;"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||";2;Clayton;LesterYoung_DestinationK.C._FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Destination K.C.-1;ORIGINAL;I Got Rhythm;ts;C-maj;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Rodney Richardson (b); Jo Jones (dr)";3725f70c-2ac2-43a3-8448-b9672943deaf;Lester Young;222500444;1944-03-22;1944;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2;SWING;4/4;02:11-03:14;03:14;1;127.5715;FINAL;SWING;UP;Destination K.C.;;FUNCTIONAL
LesterYoung_Dickie'sDream_FINAL.sv;229.3;"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||C-   ||";1;Basie-Young;LesterYoung_Dickie'sDream_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Dickie's Dream-1;ORIGINAL;;ts;C-min;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Walter Page (b); Jo Jones (dr)";67e7059d-7127-432b-be9b-a51f171a3828;Lester Young;222500444;1939-09-05;1939;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 1;SWING;4/4;01:11-01:45;01:45;1;65.1936;FINAL;SWING;UP;Dickie's Dream;;FUNCTIONAL
LesterYoung_LesterLeapsIn_FINAL.sv;251.4;"A1: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
A2: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||";2;Lester Young;LesterYoung_LesterLeapsIn_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,8);Lester Leaps In-1;ORIGINAL;I Got Rhythm;ts;Bb-maj;Membran Music Ltd.;"Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Walter Page (b); Jo Jones (dr); Lester Young (ts)";369a52fc-8a40-42e4-954d-a09c228cd381;Lester Young;222500-444/A;1939-09-05;1939;Lester's Be-Bop Boogie;SWING;4/4;00:34-01:35;01:35;1;28.896;FINAL;SWING;UP;Lester Leaps In;;FUNCTIONAL
LesterYoung_SixCatsAndAPrince_FINAL.sv;220.1;"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||";2;Clayton;LesterYoung_SixCatsAndAPrince_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Six Cats and a Prince-1;ORIGINAL;;ts;Bb-maj;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Rodney Richardson (b); Jo Jones (dr)";68b19d4d-1f81-4ff8-86f3-139fc10dc26a;Lester Young;222500444;1944-03-22;1944;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2;SWING;4/4;01:46-02:57;02:57;1;103.5366;FINAL;SWING;UP;Six Cats and a Prince;;FUNCTIONAL
LionelHampton_Avalon_FINAL.sv;241.0;"A1: ||Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   |Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   ||
B1: ||C7   |C7   |C7   |C7   |F-7   |F-7   |Ab-7   |Db7   |Eb6   |Eb6   |C7   |C7   |F-7   |B7   |Eb6   |Eb6   ||
I1: ||Ab7   ||";1;Jolson/Rose;LionelHampton_Avalon_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Avalon-1;GREAT AMERICAN SONGBOOK;;vib;Eb-maj;History/This is Music;"Benny Goodman (cl); Teddy Wilson (p); Gene Krupa (dr); Lionel Hampton (vib)";7e8d5670-50a7-42f9-a895-63324f4fc8be;Lionel Hampton;20.1975-HI;1937-02-03;1937;From Swing to Bebop;SWING;4/4;01:39-02:10;02:10;1;94.6809;FINAL;SWING;UP;Avalon;;FUNCTIONAL
