id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
LionelHampton_Dinah_FINAL.sv;199.5;"A1: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
A2: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
B1: ||F-   |Ab+   |Ab   |F-6   |F-7 Ab+ |F-7 Bb7 |Bb-7   |Eb7   ||
A3: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||";2;Sam M. Lewis, Joe Youg, Harry Akst;LionelHampton_Dinah_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Dinah-1;GREAT AMERICAN SONGBOOK;;vib;Ab-maj;History/This is Music;"Benny Carter (tp); Edmond Hall (cl); Coleman Hawkins (ts); Joe Sullivan (p); Freddy Green (g); Artie Berstein (b); Zutty Singleton (dr); Lionel Hampton (vib)";5f037a7b-d363-4dce-bd5e-f0de84a23e6c;Lionel Hampton;20.19791-HI;1939-12-21;1939;From Swing to Bebop. Jazz in History II;SWING;4/4;;NA;1;78.279;FINAL;SWING;UP;Dinah;;FUNCTIONAL
LionelHampton_HighSociety_FINAL.sv;245.1;"A1: ||Eb   |Eb   |Eb   |Eb   |Eb   |Eb Ab |Eb   |Eb   |Bb7   |Bb7 D7 |Eb   |Eb   |F7   |F7   |Bb7   |Bb7   ||
B1: ||Eb   |Eb   |Eb   |Bb7   |Eb   |Eb Ab |Eb   |Eb7   |Ab   |Ao   |Eb   |C7   |F7   |Bb7   |Eb   |Eb   ||";1;Porter Steele, Walter Melrose;LionelHampton_HighSociety_FINAL.sv;(A1,16), (B1,16);High Society-1;GREAT AMERICAN SONGBOOK;;vib;Eb-maj;History/This is Music;"Irvin Randolph (tp); Hymie Schertzer (bcl, as); Russel Procope (as); Jerry Jerome (ts); Chu Berry (ts); Clyde Hart (p); Allen Reuss (g); Milt Hinton (b); Cozy Cole (dr); Lionel Hampton (vib, vcl)";c34421ee-01d4-465c-9cbe-956e568ef339;Lionel Hampton;20.19791-HI;1939-04-03;1939;From Swing to Bebop. Jazz in History II;SWING;4/4;;NA;1;63.2331;FINAL;SWING;UP;High Society;;FUNCTIONAL
LionelHampton_MemoriesOfYou_FINAL.sv;81.8;"A1: ||Eb Eo7 |F-7 D7/F# |Eb6 C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb79||
A2: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 G7 ||
B1: ||C-7   |F-7   |C-7   |F79   |C-7   |F79   |G-7 Gb-7 |F-7 Bb7 ||
A3: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb7||";1;Andy Razaf, Eubie Blake;LionelHampton_MemoriesOfYou_FINAL.sv;(A1,8), (A2,8), (B1,88);Memories of You-1;GREAT AMERICAN SONGBOOK;;vib;Eb-maj;History/This is Music;"Rex Stuart (cn); Lawrence Brown (tb); Harry Carney (b); Clyde Hart (p); Billy Taylor (b); Sonny Greer (dr); Lionel Hampton (vib, p)";4b415b24-b346-4ce8-a7e0-3411768cd44c;Lionel Hampton;20.19791-HI;1939-06-13;1939;From Swing to Bebop. Jazz in History II;SWING;4/4;;NA;1;93.1725;FINAL;SWING;MEDIUM SLOW;Memories of You;;FUNCTIONAL
LionelHampton_Runnin'Wild_FINAL.sv;281.1;"A1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |Bb   |Bb   |F7   |C-6 D7 |G-   |Bb-6   |F   |C7   |F7   |F7   ||
B1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |D7   |D7 G7 |C7   |F7   |Bb   |Bb   |F7   |F7   |Bb   |Bb   ||";1;Grey/Wood/Gibs;LionelHampton_Runnin'Wild_FINAL.sv;(A1,8), (A2,8), (B1,8), (B2,8);Runnin' Wild-1;GREAT AMERICAN SONGBOOK;;vib;Bb-maj;History/This is Music;"Benny Goodman (cl); Teddy Wilson (p); Gene Krupa (dr); Lionel Hampton (vib)";1be0f453-dc33-48a2-8dfc-af1954c14930;Lionel Hampton;20.1975-HI;1937-02-03;1937;From Swing to Bebop;SWING;4/4;01:39-02:04;02:04;1;93.4588;FINAL;SWING;UP;Runnin' Wild;;FUNCTIONAL
LionelHampton_Whispering_FINAL.sv;99.5;"A1: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |Eb   |Bb7   ||
A2: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |F-7 Bb7 |Eb   ||
I1: ||Eb   ||";1;Schonberger/Coburn/Rose;LionelHampton_Whispering_FINAL.sv;(A1,16), (B1,16);Whispering-1;GREAT AMERICAN SONGBOOK;;vib;Eb-maj;History/This is Music;"Benny Goodman (cl); Teddy Wilson (p); Gene Krupa (dr); Lionel Hampton (vib)";e2eaf13c-0839-450e-9829-43aad387eceb;Lionel Hampton;20.1975-HI;1936-12-02;1936;From Swing to Bebop;SWING;4/4;01:25-02:03;02:03;1;80.2886;FINAL;SWING;MEDIUM SLOW;Whispering;;FUNCTIONAL
LouisArmstrong_BasinStreetBlues_FINAL.sv;107.2;A1: ||Bb   |D7   |G7   |G7   |C7   |F7   |Bb Bbo |C-7 F7 ||;3;Williams;LouisArmstrong_BasinStreetBlues_FINAL.sv;(A1,12);Basin Street Blues-1;GREAT AMERICAN SONGBOOK;Blues;tp;Bb-maj;Giants of Jazz;"Louis Armstrong (tp); Fred Robinson (tb); Jimmy Strong (cl); Earl Hines (p); Mancy Cara (bjo); Zutty Singleton (dr)";931ad827-b244-41f0-bc26-0694dc50c041;Louis Armstrong;CD53001;1928-12-04;1928;Hot Five & Hot Seven 1925-1928;TWOBEAT;4/4;02:02-03:08;03:08;1;119.0922;FINAL;TRADITIONAL;MEDIUM SLOW;Basin Street Blues;;BLUES
LouisArmstrong_BigButterAndEggMan_FINAL.sv;196.7;"A1: ||G   |G   |A7   |A7   |D7   |D7   |G   |G  D7||
A2: ||G   |Go   |A-   |D7   |D7   |D7   |G   |G   ||
B1: ||G7   |G7   |C   |C   |E7   |E7   |A7   |D7   ||
C1: ||G   |G   |A7   |A7   |A-7   |D7   |G   |G   ||
I1: ||G   |G   ||";1;Percy Venable;LouisArmstrong_BigButterAndEggMan_FINAL.sv;(A1,32);Big Butter and Egg Man-1;ORIGINAL;;cor;G-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";41375696-2e0a-4999-bda5-11537655b37e;Louis Armstrong;978-1-57647-120-3;1926-11-16;1926;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:57-02:37;02:37;1;114.6454;FINAL;TRADITIONAL;UP;Big Butter and Egg Man;;FUNCTIONAL
LouisArmstrong_CornetChopSuey_FINAL.sv;192.2;A1: ||F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F |F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F ||;1;Louis Armstrong;LouisArmstrong_CornetChopSuey_FINAL.sv;(A1,16);Cornet Chop Suey-1;ORIGINAL;;cor;F-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";d5383a95-1953-41a0-b902-8a2c6da34ca1;Louis Armstrong;978-1-57647-120-3;1926-02-26;1926;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:41-02:01;02:01;1;98.1005;FINAL;TRADITIONAL;UP;Cornet Chop Suey;;FUNCTIONAL
LouisArmstrong_GotNoBlues_FINAL.sv;142.8;A1: ||F   |C   |F   |C   |F   |F   |C   |Bb   |F   |C   |F   |C   |F   |C   |F   |F   ||;2;Lillian Hardin;LouisArmstrong_GotNoBlues_FINAL.sv;(A1,8), (B1,8);Got No Blues-1;ORIGINAL;;cor;F-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";d45672c4-280c-4df5-a6b6-6de4a4f836ce;Louis Armstrong;978-1-57647-120-3;1927-12-09;1927;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:03-02:00;02:00;1;59.9266;FINAL;TRADITIONAL;MEDIUM UP;Got No Blues;;FUNCTIONAL
LouisArmstrong_GutBucketBlues_FINAL.sv;146.0;A1: ||C7   |F7   |C7   |C7   |F7   |F7   |C7   |C7   |G7   |F7   |C7   |G7   ||;1;Louis Armstrong;LouisArmstrong_GutBucketBlues_FINAL.sv;(A1,12);Gut Bucket Blues-1;ORIGINAL;Blues;cor;C-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";2f50dacd-2e7f-437e-b3ca-570f7c296d85;Louis Armstrong;978-1-57647-120-3;1925-11-12;1925;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:55-02:15;02:15;1;113.46;FINAL;TRADITIONAL;MEDIUM UP;Gut Bucket Blues;;BLUES
LouisArmstrong_MuskratRamble_FINAL.sv;183.7;"A1: ||Bb7   |Eb7   |Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab G7Gb7|F7   |Bb-   |Bb7 Eb7 |Ab   ||
I1: ||Bb7   ||";1;Edward Ory;LouisArmstrong_MuskratRamble_FINAL.sv;(A1,16);Muskrat Ramble-1;ORIGINAL;;cor;Ab-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";4181ff38-0766-46fd-a8b7-32b9bf0e9dae;Louis Armstrong;978-1-57647-120-3;1926-06-16;1926;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:01-01:23;01:23;1;59.7534;FINAL;TRADITIONAL;UP;Muskrat Ramble;;FUNCTIONAL
LouisArmstrong_OnceInAWhile_FINAL.sv;197.7;"A1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |D7   |G7   |G7   ||
A2: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |G7   |C   |C   |C   |C   |C   ||";1;William H. Butler;LouisArmstrong_OnceInAWhile_FINAL.sv;(A1,16);Once in a While-1;GREAT AMERICAN SONGBOOK;;cor;F-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";47e03000-d06d-4335-801b-42bd86b2a136;Louis Armstrong;978-1-57647-120-3;1927-12-10;1927;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;02:34-03:12;03:12;1;148.9264;FINAL;TRADITIONAL;UP;Once in a While;;FUNCTIONAL
LouisArmstrong_SavoyBlues_FINAL.sv;129.3;A1: ||G   |C C#o |G/D   |G7   |C   |C   |G   |G   |D7   |D7   |G C7 |G D7 ||;2;Edward Ory;LouisArmstrong_SavoyBlues_FINAL.sv;(A1,12);Savoy Blues-1;ORIGINAL;Blues;cor;G-maj;Pendragon Press, New York;"Louis Armstrong (cor); Kid Ory (tb); Johnny Dodds (cl); Lillian Hardin Armstrong (p); Johnny St. Cyr (bjo)";7cf8105b-55c8-4468-821e-d5b2989d639d;Louis Armstrong;978-1-57647-120-3;1927-12-13;1927;College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn;TWOBEAT;4/4;01:28-02:14;02:14;1;85.5213;FINAL;TRADITIONAL;MEDIUM;Savoy Blues;;BLUES
MichaelBrecker_CabinFever_FINAL.sv;299.9;A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||;16;Michael Brecker;MichaelBrecker_CabinFever_FINAL.sv;(A1,12);Cabin Fever-1;ORIGINAL;Blues;ts;Bb-maj;Impulse! Records;"Michael Brecker (ts); Pat Metheny (g); Joey Calderazzo (p); Dave Holland (b); Jack DeJohnette (dr);";;Michael Brecker;IMPD 191;1996;1996;Tales from the Hudson;SWING;4/4;;NA;1;31.9305;FINAL;POSTBOP;UP;Cabin Fever;;BLUES
MichaelBrecker_Confirmation_FINAL.sv;208.9;"A1: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G7   |C7   ||
A2: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Eb-7   |Ab7   |Dbj7   |G-7 C7 ||
A3: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||";7;Charlie Parker;MichaelBrecker_Confirmation_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Confirmation-1;ORIGINAL;;ts;F-maj;Stretch Records;"Michael Brecker (ts); Chick Corea (p); Eddie Gomez (b); Steve Gadd (dr)";cebb75e6-b79c-48e5-89ab-07e8128dfff1;Michael Brecker;SCD-9002-2;1981;1981;Three Quartets;SWING;4/4;00:39-05:29;05:29;1;36.3926;FINAL;POSTBOP;UP;Confirmation;;FUNCTIONAL
MichaelBrecker_DeltaCityBlues_FINAL.sv;281.7;A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |C-7   |C-7   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   ||;4;Michael Brecker;MichaelBrecker_DeltaCityBlues_FINAL.sv;(A1,24);Delta City Blues-1;ORIGINAL;Blues;ts;Bb-maj;Impulse! Records;"Michael Brecker (ts); Joey Calderazzo (p); James Genus (b);  Jeffrey Watts (dr); Don Alias (perc)";b5c2f8ea-1bf5-4656-b113-7703c64ccf8c;Michael Brecker;IMP 12612;1998;1998;Two Blocks from the Edge;SWING;4/4;02:36-04:01;04:01;1;151.961;FINAL;POSTBOP;UP;Delta City Blues;;BLUES
MichaelBrecker_IMeanYou_FINAL.sv;180.0;"A1: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |G-7 C7 ||
A2: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |F6   ||
B1: ||Eb7   |Eb7   |F6   |F6   |Db7   |Db7   |Gb7   |G-7 C7 ||
A3: ||F6   |F6   |Db7   |D7   |G-7   |C7   |F6   |F6   ||";2;Hawkins/Monk;MichaelBrecker_IMeanYou_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);I Mean You-1;ORIGINAL;;ts;F-maj;Impulse! Records;"Michael Brecker (ts); McCoy Tyner (p); Avery Sharp (b); Aaron Scott (dr); Valtinho Anastacio (perc)";9c67ec3e-9297-4d64-b9fc-70f71395e162;Michael Brecker;IMPD 171;12-14.04.1995;1995;Infinity;SWING;4/4;;NA;1;50.8682;FINAL;POSTBOP;UP;I Mean You;;FUNCTIONAL
MichaelBrecker_MidnightVoyage_FINAL.sv;125.6;"A1: ||C-6   |Dm7b5 G7 |C-6   |Asus7 A7 |Absus7 Ab7 |G79#   |C-   |G79#   ||
A2: ||C-6   |Dm7b5 G7 |C-6   |Asus7 A7 |Eb-7 Ab7 |G7   |C-   |C79#   ||
B1: ||F-7   |G-7   |F-7   |A79#   |Absus7 Ab7 |G7   |C-   |C79#   |F-7   |G-7   |F-7   |A79#   |Eb-7 Ab7 |G7   |C-   |G79#   ||
A3: ||C-   |Dm7b5 G7 |C-7   |Asus7 A7 |Absus7 Ab7 |G7   |C-   |G7   ||";2;Joey Calderazzo;MichaelBrecker_MidnightVoyage_FINAL.sv;(A1,8), (A2,8), (B1,16), (A3,8);Midnight Voyage-1;ORIGINAL;;ts;C-min;impulse;"Michael Brecker (ts); Pat Metheny (g); Joey Calderazzo (p); Dave Holland (b); Jack DeJohnette (dr)";7b321d8a-d069-4492-9d49-693c25f9b11d;Michael Brecker;IMP 11912;1996;1996;Tales from the Hudson;SWING;4/4;01:17-03:51;03:51;1;73.9993;FINAL;POSTBOP;MEDIUM;Midnight Voyage;;COLOR
MichaelBrecker_NakedSoul_FINAL.sv;92.4;"A1: ||G-   |G-   |G7911#   |D79#11#   |F-7911   |E/G G |Csus7   |C79#   ||
B1: ||Fsus   |D79#11#   |Bbsus   |Gb/A   |C/Ab   |C7alt   |Fj7   |Ej79# D7alt ||
C1: ||G-79   |F7/G   |Gj7911#   |D79#11#   |Gb/F   |E/B G7alt |G-7   |A/C   ||
D1: ||Dbj7   |Eb6   |Db+/C A/B |Bj7/A#   |C/Ab   |Db79#11# C7alt |F-j7   |F-j7   ||";2;Michael Brecker;MichaelBrecker_NakedSoul_FINAL.sv;(A1,8), (B1,8), (C1,8), (D1,8);Naked Soul-1;ORIGINAL;;ts;;Impulse! Records;"Michael Brecker (ts); Pat Metheny (g); Joey Calderazzo (p); Dave Holland (b); Jack DeJohnette (dr)";7d19ca3a-8e57-4850-b1f9-597dc22444b0;Michael Brecker;IMP 11912;1996;1996;Tales from the Hudson;SWING;4/4;;NA;1;115.6765;FINAL;POSTBOP;MEDIUM SLOW;Naked Soul;;COLOR
MichaelBrecker_NeverAlone_FINAL.sv;48.8;"A1: ||Ab   |Bb/Ab C/Ab |Gb/Bb Eb/G |C/Ab F-/Ab |Absus  Aj7911#/Ab|Ab79b13 Db-69/AbDb-69/Db|Gbsus7913 Eb-7911E-7911|Dbsus7913  G79#13|C-7911 G7913 |C-7911 G7913 |Eb-j7 Bb79# |Eb-j7 D+79# |G-7911 D+79# |G-7911 G+79# |C-7911 G7913 |C-7911 G7913 |Eb-j7 Bb79# |Eb-j7 D+79#  ||
I1: ||Ab    ||";1;Michael Brecker;MichaelBrecker_NeverAlone_FINAL.sv;(A1,20), (B1,25);Never Alone-1;ORIGINAL;;ts;Ab;GPR Records;"Michael Brecker (ts); Jon Herington (g); Joey Calderazzo (p); Jim Beard (key, synth); Victor Bailey (b); Jay Anderson (b); Adam Nussbaum (dr)";72d5b67c-3862-4691-a8d7-a95dc8a0993a;Michael Brecker;AAGRD9622;1990;1990;Now You See It...(Now You Don't);BALLAD;4/4;02:05-03:37;03:37;1;119.4731;FINAL;POSTBOP;SLOW;Never Alone;;COLOR
MichaelBrecker_NothingPersonal_FINAL.sv;243.8;A1: ||G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |C-7   |C-7   |C-7   |C-7   |G-7   |G-7   |G-7   |G-7   |Eb7   |Eb7   |D7   |D7   |G-7   |G-7   |G-7   |G-7   ||;5;Grolnick;MichaelBrecker_NothingPersonal_FINAL.sv;(A1,12);Nothing Personal-1;ORIGINAL;Blues;ts;G-min;Impulse! Records;"Michael Brecker (ts); Pat Metheny (g); Kenny Kirkland (key); Charlie Haden (b); Jack DeJohnette (dr)";f112a4bc-e042-4529-aa32-06ecd26dcb10;Michael Brecker;MCAD-5980;1987;1987;Michael Brecker;SWING;4/4;02:22-04:23;04:23;1;139.3844;FINAL;POSTBOP;UP;Nothing Personal;;BLUES
MichaelBrecker_Peep_FINAL.sv;319.7;A1: ||Dbj7911#/C   |Dbj7911#/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |Ab79/C   |Ab79/C   |B/C   |Ab+j7/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |C-7911   |C-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |F/A   |F/A   |Bb-7911   |Bb-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |Gsus/A   |Gsus/A   |Bb-7911   |Bb-7911   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   ||;4;Brecker;MichaelBrecker_Peep_FINAL.sv;(A1,38), (B1,34), (C1,8);Peep-1;ORIGINAL;;ts;;GRP Records / Stretch Records;"Michael Brecker (ts); Jim Beard (key); Jon Herrington (g); Don Alias (perc); Victor Bailey (b); Omar Hakim (dr)";11460e10-d14e-44eb-a3fa-311a6c67c1d1;Michael Brecker;GRD-9622;1990;1990;Now You See It...(Now You Don't);SWING;4/4;00:25-02:09;02:09;1;125.6502;FINAL;POSTBOP;UP;Peep;;COLOR
MichaelBrecker_SongForBilbao_FINAL.sv;184.1;"A1: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
A2: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||
B1: ||A-7 Bbj7|G-7 Abj7|F-7 G-7|A-7 B-7||
A3: ||C7   |C7   |C7   |C7   |Ab7   |Ab7   |C7   |C7   ||";2;Pat Metheny;MichaelBrecker_SongForBilbao_FINAL.sv;(A1,8), (A2,8), (B1,4), (A3,8);Song for Bilbao-1;ORIGINAL;;ts;C-maj;Impulse! Records;"Michael Brecker (ts); Pat Metheny (g); McCoy Tyner(p); Dave Holland (b); Jack DeJohnette (dr)";d98d3c5a-a903-45e2-a4cc-77dc50e4f669;Michael Brecker;IMP 11912;1996;1996;Tales from the Hudson;SWING;;;NA;1;60.6198;FINAL;POSTBOP;UP;Song for Bilbao;;COLOR
MilesDavis_Agitation_FINAL.sv;252.8;"A1: ||Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   |Gsus   ||
B1: ||Ab   |Db Ab |Ab Db |Ab   |Db Ab |Db   |Ab Db |Db Csus |Gsus   ||";5;M. Davis;MilesDavis_Agitation_FINAL.sv;(A1,4), (A2,4), (B1,4), (A3,4), (A4,4), (B2,4), (A5,4);Agitation-1;ORIGINAL;;tp;;Columbia;"Miles Davis(tp); Wane Shorter (ts); Herbie Hancock (p); Ron Carter (b); Tony Williams (dr)";994b4131-360f-446e-9834-aab5c6876815;Miles Davis;CS 9150;20.22.01.1965;1965;E.S.P.;SWING;4/4;;NA;1;352.5;FINAL;POSTBOP;UP;Agitation;;MODAL
MilesDavis_Airegin_FINAL.sv;241.3;"A1: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B1: ||Dbj7   |D-7 G7 |Cj7   |C#-7 F#7 |Bj7   |C-7 F7 |Bbj7   |Bbj7   |Bb-7   |Eb7   |Abj7   |Gm7b5 C7 ||
A2: ||F-7   |C79#   |F-7   |F79b   |Bb-7   |F79#   |Bb-7   |Bb-7   ||
B2: ||Dbj7   |Dm7b5 G7 |Cm7b5 Gb7 |F7 B7 |Bb-7   |Eb7   |Ab6   |Gm7b5 C7 ||";3;Sonny Rollins;MilesDavis_Airegin_FINAL.sv;(A1,8), (B1,12), (A2,8), (C1,8);Airegin-1;ORIGINAL;;tp;Ab-maj;Prestige;"Sonny Rollins (ts); Horace Silver (p); Percy Heath (b); Kenny Clarke (dr); Miles Davis (tp)";35def392-04d1-45ad-8107-148ab890cb2f;Miles Davis;P-012;1954-06-29;1954;Chronicle: The Complete Prestige Recordings (1951 - 1956), CD 3;SWING;4/4;00:45-02:45;02:45;1;44.2057;FINAL;HARDBOP;UP;Airegin;;FUNCTIONAL
MilesDavis_BitchesBrew-1_FINAL.sv;97.5;A1: ||Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus |Bbsus Bsus |Csus Bsus ||;1;Miles Davis;MilesDavis_BitchesBrew-1_FINAL.sv;open;Bitches Brew-1;ORIGINAL;;tp;C-chrom;CBS;"Miles Davis (tp); Wayne Shorter (as); Chick Corea, Joe Zawinul (p); John McLaughlin (g); Benny Maupin (bcl); Dave Holland (b); Harvey Brooks (eb); Jack DeJohnette, Lenny White (dr); Don Alias, Jim Riley (perc)";fa340982-56ff-4d4d-9848-017ec8f1c244;Miles Davis;CDCBS 66236;1969-08-19;1969;Bitches Brew, CD1;FUNK;4/4;;NA;1;226.7948;FINAL;FUSION;MEDIUM SLOW;Bitches Brew;;COLOR
